line_item_id,order_id,order_date,customer_id,customer_name,segment,region,product_id,product_name,category,subcategory,salesperson,order_status,quantity,unit_price,discount,revenue,profit
99,50,2023-03-05,1145,Karan Reddy,Loyal,South,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Ravi Kumar,Returned,1,3033.62,0.097,2739.52,639.52
100,51,2023-03-07,168,Vikram Iyer,Loyal,North,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,1027.71,0.045,981.47,431.47
101,52,2023-03-07,878,Ishaan Iyer,Loyal,North,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Anita Desai,Cancelled,2,3373.05,0.056,6370.04,2370.04
102,53,2023-03-07,1102,Aadhya Pillai,High Value,North,1,Laptop Pro 14,Electronics,Electronics,Anita Desai,Completed,1,80149.99,0.066,74883.67,16883.67
103,54,2023-03-09,407,Aditya Singh,Loyal,North,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Suresh Iyer,Completed,1,3815.3,0.079,3513.71,1413.71
104,54,2023-03-09,407,Aditya Singh,Loyal,North,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Suresh Iyer,Completed,1,758.24,0.062,711.18,331.18
105,54,2023-03-09,407,Aditya Singh,Loyal,North,3,Wireless Headphones,Electronics,Electronics,Suresh Iyer,Completed,1,4418.41,0.115,3910.56,1310.56
106,55,2023-03-09,536,Aditya Desai,Potential,North,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,3,6211.82,0.081,17119.51,4219.51
107,55,2023-03-09,536,Aditya Desai,Potential,North,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,2,766.74,0.012,1515.77,755.77
108,56,2023-03-09,855,Anika Kapoor,At Risk,South,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,1,6329.26,0.13,5509.16,1209.16
109,57,2023-03-10,158,Aditya Joshi,Loyal,South,1,Laptop Pro 14,Electronics,Electronics,Kavita Menon,Completed,1,77949.22,0.03,75622.6,17622.6
110,58,2023-03-10,523,Aarav Kapoor,At Risk,East,25,Cotton T-Shirt Pack,Apparel,Apparel,Ravi Kumar,Returned,1,1054.06,0.009,1044.41,624.41
111,59,2023-03-10,735,Sai Das,High Value,South,3,Wireless Headphones,Electronics,Electronics,Priya Nair,Completed,1,4622.25,0.038,4448.32,1848.32
112,59,2023-03-10,735,Sai Das,High Value,South,4,Smartwatch X2,Electronics,Electronics,Priya Nair,Completed,1,9317.71,0.0,9317.71,3117.71
113,60,2023-03-11,105,Karan Singh,Loyal,Central,24,Formal Blazer,Apparel,Apparel,Suresh Iyer,Completed,1,4414.73,0.079,4064.07,1164.07
114,60,2023-03-11,105,Karan Singh,Loyal,Central,20,Women's Kurti,Apparel,Apparel,Suresh Iyer,Completed,1,1219.16,0.049,1159.72,459.72
115,60,2023-03-11,105,Karan Singh,Loyal,Central,11,Air Fryer 4L,Home & Kitchen,Home & Kitchen,Suresh Iyer,Completed,1,6218.71,0.064,5823.43,1623.43
116,61,2023-03-12,257,Vikram Reddy,Loyal,Central,5,4K Monitor 27in,Electronics,Electronics,Anita Desai,Completed,1,21502.67,0.023,20997.86,5497.86
117,62,2023-03-12,1059,Saanvi Agarwal,Potential,West,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,2737.81,0.0,2737.81,737.81
118,62,2023-03-12,1059,Saanvi Agarwal,Potential,West,8,Wireless Mouse,Electronics,Electronics,Manoj Rao,Completed,1,1419.79,0.046,1354.29,604.29
119,63,2023-03-14,320,Anjali Mehta,Inactive,East,1,Laptop Pro 14,Electronics,Electronics,Kavita Menon,Completed,1,78807.0,0.185,64251.26,6251.26
120,64,2023-03-14,545,Krishna Menon,High Value,North,3,Wireless Headphones,Electronics,Electronics,Ravi Kumar,Completed,1,4416.12,0.036,4258.24,1658.24
121,65,2023-03-15,206,Ishaan Mehta,Loyal,South,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,781.05,0.091,709.94,329.94
122,66,2023-03-16,517,Pari Bose,Loyal,South,2,Laptop Air 13,Electronics,Electronics,Anita Desai,Completed,2,62552.07,0.067,116675.31,22675.31
123,66,2023-03-16,517,Pari Bose,Loyal,South,20,Women's Kurti,Apparel,Apparel,Anita Desai,Completed,4,1591.2,0.094,5769.21,2969.21
124,66,2023-03-16,517,Pari Bose,Loyal,South,24,Formal Blazer,Apparel,Apparel,Anita Desai,Completed,1,5840.92,0.037,5625.56,2725.56
125,67,2023-03-17,815,Kiara Das,High Value,West,3,Wireless Headphones,Electronics,Electronics,Sunita Verma,Completed,1,4606.21,0.016,4531.62,1931.62
126,67,2023-03-17,815,Kiara Das,High Value,West,25,Cotton T-Shirt Pack,Apparel,Apparel,Sunita Verma,Completed,2,1011.42,0.007,2009.14,1169.14
127,68,2023-03-17,872,Rahul Pillai,High Value,South,24,Formal Blazer,Apparel,Apparel,Sunita Verma,Completed,1,6151.03,0.038,5915.39,3015.39
128,69,2023-03-18,78,Aditya Joshi,At Risk,East,8,Wireless Mouse,Electronics,Electronics,Ravi Kumar,Returned,2,1359.52,0.023,2657.21,1157.21
129,70,2023-03-18,877,Saanvi Patel,Loyal,West,11,Air Fryer 4L,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,5989.91,0.061,5625.2,1425.2
130,70,2023-03-18,877,Saanvi Patel,Loyal,West,5,4K Monitor 27in,Electronics,Electronics,Manoj Rao,Completed,3,20923.62,0.0,62770.86,16270.86
131,70,2023-03-18,877,Saanvi Patel,Loyal,West,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,8989.97,0.046,8573.33,1673.33
132,71,2023-03-19,1303,Navya Pillai,At Risk,East,1,Laptop Pro 14,Electronics,Electronics,Priya Nair,Completed,3,78059.06,0.0,234177.17,60177.17
133,71,2023-03-19,1303,Navya Pillai,At Risk,East,10,Tablet 10in,Electronics,Electronics,Priya Nair,Completed,1,26757.59,0.045,25545.29,6045.29
134,72,2023-03-20,163,Ananya Kulkarni,Loyal,South,24,Formal Blazer,Apparel,Apparel,Deepak Sharma,Completed,2,5949.6,0.085,10892.17,5092.17
135,73,2023-03-20,209,Vihaan Sharma,Loyal,East,20,Women's Kurti,Apparel,Apparel,Suresh Iyer,Completed,2,1592.6,0.098,2874.2,1474.2
136,73,2023-03-20,209,Vihaan Sharma,Loyal,East,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Suresh Iyer,Completed,2,1467.43,0.114,2600.45,1300.45
137,73,2023-03-20,209,Vihaan Sharma,Loyal,East,4,Smartwatch X2,Electronics,Electronics,Suresh Iyer,Completed,1,9755.19,0.119,8597.46,2397.46
138,74,2023-03-20,740,Meera Verma,Potential,East,16,Induction Cooktop,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,2,2794.16,0.122,4904.47,1704.47
139,74,2023-03-20,740,Meera Verma,Potential,East,21,Denim Jeans,Apparel,Apparel,Priya Nair,Completed,1,2243.89,0.0,2243.89,1243.89
140,74,2023-03-20,740,Meera Verma,Potential,East,20,Women's Kurti,Apparel,Apparel,Priya Nair,Completed,1,1564.69,0.0,1564.69,864.69
141,75,2023-03-21,530,Karan Kulkarni,High Value,North,17,Water Purifier,Home & Kitchen,Home & Kitchen,Sunita Verma,Completed,2,13773.29,0.0,27546.58,10146.58
142,76,2023-03-21,1010,Saanvi Kapoor,Loyal,South,22,Running Shoes,Apparel,Apparel,Deepak Sharma,Completed,2,3921.97,0.079,7225.68,3425.68
143,77,2023-03-22,838,Riya Nair,Loyal,West,2,Laptop Air 13,Electronics,Electronics,Deepak Sharma,Completed,1,63829.98,0.066,59623.86,12623.86
144,77,2023-03-22,838,Riya Nair,Loyal,West,22,Running Shoes,Apparel,Apparel,Deepak Sharma,Completed,1,3886.91,0.077,3587.95,1687.95
145,78,2023-03-22,1117,Rahul Reddy,Loyal,North,3,Wireless Headphones,Electronics,Electronics,Suresh Iyer,Returned,2,4634.17,0.0,9268.34,4068.34
146,78,2023-03-22,1117,Rahul Reddy,Loyal,North,25,Cotton T-Shirt Pack,Apparel,Apparel,Suresh Iyer,Returned,1,1056.78,0.135,913.66,493.66
147,79,2023-03-23,170,Vihaan Pillai,Potential,North,19,Men's Casual Shirt,Apparel,Apparel,Suresh Iyer,Completed,1,1372.41,0.03,1331.92,681.92
148,79,2023-03-23,170,Vihaan Pillai,Potential,North,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Suresh Iyer,Completed,1,40101.43,0.0,40101.43,9101.43
149,80,2023-03-23,545,Krishna Menon,High Value,North,8,Wireless Mouse,Electronics,Electronics,Anita Desai,Completed,1,1393.9,0.053,1319.55,569.55
150,80,2023-03-23,545,Krishna Menon,High Value,North,10,Tablet 10in,Electronics,Electronics,Anita Desai,Completed,1,25942.3,0.082,23822.31,4322.31
151,81,2023-03-23,743,Rahul Iyer,High Value,West,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,1,39995.57,0.081,36754.17,5754.17
152,81,2023-03-23,743,Rahul Iyer,High Value,West,19,Men's Casual Shirt,Apparel,Apparel,Priya Nair,Completed,2,1374.85,0.044,2628.3,1328.3
153,81,2023-03-23,743,Rahul Iyer,High Value,West,8,Wireless Mouse,Electronics,Electronics,Priya Nair,Completed,1,1362.77,0.138,1175.23,425.23
154,82,2023-03-24,875,Rohan Gupta,Loyal,South,9,Power Bank 20000mAh,Electronics,Electronics,Suresh Iyer,Completed,1,1793.32,0.04,1721.82,771.82
155,83,2023-03-24,970,Rohan Nair,Loyal,Central,25,Cotton T-Shirt Pack,Apparel,Apparel,Manoj Rao,Completed,1,1031.31,0.074,955.21,535.21
156,83,2023-03-24,970,Rohan Nair,Loyal,Central,3,Wireless Headphones,Electronics,Electronics,Manoj Rao,Completed,1,4585.39,0.094,4156.6,1556.6
157,83,2023-03-24,970,Rohan Nair,Loyal,Central,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Manoj Rao,Completed,1,11180.26,0.049,10632.64,4532.64
158,84,2023-03-25,177,Aarav Agarwal,Loyal,North,9,Power Bank 20000mAh,Electronics,Electronics,Suresh Iyer,Cancelled,2,1843.5,0.042,3531.02,1631.02
159,84,2023-03-25,177,Aarav Agarwal,Loyal,North,7,Mechanical Keyboard,Electronics,Electronics,Suresh Iyer,Cancelled,2,5327.61,0.027,10362.99,3762.99
160,85,2023-03-25,522,Anjali Sharma,Potential,West,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,2,3730.38,0.059,7018.39,1818.39
161,86,2023-03-25,1003,Rohan Joshi,Loyal,North,25,Cotton T-Shirt Pack,Apparel,Apparel,Kavita Menon,Completed,1,785.78,0.116,694.76,274.76
